x1,x2,tail_cost
0.3196748262174617,-0.19794848073132038,0.8312153424277543
-0.5506198459302067,-0.2540645479249286,4.550641723717433
0.13098091982020282,0.3371440623890202,0.21867038161769686
-0.46855791319497797,-0.10023031974537028,2.7447035261701203
0.6561439581384858,0.448679624824374,7.877546170170055
0.13272434120267534,-0.06543686463781034,0.1226970842299486
-0.15002515598719407,0.6103732505852754,0.10755910171717488
0.8310307300337036,-0.7820669995750953,9.410226805794498
-0.7203517863155451,-0.040820623320886956,8.535627362094136
-0.343010383464319,0.18359580901146805,1.0085103459756986
0.02868152939610956,-0.20126926691667152,0.005246055350574482
-0.79415744792308,0.7534018603632706,8.274237743593567
-0.15455929725336626,-0.2877780378233261,0.2705297948771637
0.3212591671683872,-0.048653721680041305,0.9430439349204022
-0.8452714716350802,0.8825427122080551,9.555847360254456
0.07761335963833453,0.31269000062087055,0.09740645547322978
0.2693389718239927,-0.09517758211422556,0.5869080168617332
0.17784815511362567,0.3438787892403807,0.3756353618532928
0.6079793604039152,-0.8556784119229086,3.4922533826810667
0.002247101087271871,0.30603591076553877,0.01752875331241103
-0.8140181636704942,0.4680813551340155,9.943307474924042
0.01886144705291204,0.18621821577586384,0.013786585674176009
0.879519340278468,-0.320201876296651,13.195328970879363
0.6081497769068177,0.25163838455357723,5.904774821032333
-0.6981877140477636,-0.31927530057465625,8.788540429164012
0.15181458132264722,-0.4275565196944255,0.11588105915116095
-0.0705928287121409,0.0238894051723455,0.03563560586761348
0.5633685787020641,-0.7836323371327181,2.8686142608517073
0.30114679065305944,0.21602527349376646,0.9960969476733874
0.3695338791194057,0.12578573159500386,1.521830766924409
0.2929305353719487,0.47403500162081064,1.1589112188444155
0.09630789023753138,-0.15391568455785498,0.05380490706858947
-0.5534311514747888,-0.2142719146480896,4.519655932844237
0.13388069838203237,0.20475681790892653,0.18558839113772121
0.033575863897998715,0.1468457134754531,0.01934880218524066
-0.05929869102308705,0.6681026497373268,0.049493189655310715
0.6737531787954414,-0.441369543448658,5.740338490578073
